id_str,created_at,retweet_count
1613034287871188992,Wed Jan 11 04:45:17 +0000 2023,287
1613034287305220096,Wed Jan 11 04:45:17 +0000 2023,0
1613034285661040640,Wed Jan 11 04:45:17 +0000 2023,383
1613034285270814721,Wed Jan 11 04:45:16 +0000 2023,108
1613034285241344000,Wed Jan 11 04:45:16 +0000 2023,0
1613034285170315265,Wed Jan 11 04:45:16 +0000 2023,1351
1613034284771692546,Wed Jan 11 04:45:16 +0000 2023,0
1613034284750868481,Wed Jan 11 04:45:16 +0000 2023,2516
1613034283358388224,Wed Jan 11 04:45:16 +0000 2023,0
1613034283035201536,Wed Jan 11 04:45:16 +0000 2023,8820
1613034281583910913,Wed Jan 11 04:45:16 +0000 2023,1
1613034279302475776,Wed Jan 11 04:45:15 +0000 2023,174
1613034279063232512,Wed Jan 11 04:45:15 +0000 2023,8979
1613034278710874112,Wed Jan 11 04:45:15 +0000 2023,0
1613034278111305730,Wed Jan 11 04:45:15 +0000 2023,2614
1613034277209505794,Wed Jan 11 04:45:15 +0000 2023,7610
1613034276739756032,Wed Jan 11 04:45:14 +0000 2023,8979
1613034276492025857,Wed Jan 11 04:45:14 +0000 2023,967
1613034274734895104,Wed Jan 11 04:45:14 +0000 2023,0
1613034274613256192,Wed Jan 11 04:45:14 +0000 2023,43
1613034274470461440,Wed Jan 11 04:45:14 +0000 2023,3843
1613034273967321090,Wed Jan 11 04:45:14 +0000 2023,882
1613034273501503493,Wed Jan 11 04:45:14 +0000 2023,766
1613034271710797831,Wed Jan 11 04:45:13 +0000 2023,581
1613034271186321410,Wed Jan 11 04:45:13 +0000 2023,0
1613034269135474689,Wed Jan 11 04:45:13 +0000 2023,0
1613034268631900160,Wed Jan 11 04:45:13 +0000 2023,8979
1613034267780739074,Wed Jan 11 04:45:12 +0000 2023,0
1613034267621363713,Wed Jan 11 04:45:12 +0000 2023,540
1613034266656669698,Wed Jan 11 04:45:12 +0000 2023,3
1613034266388008960,Wed Jan 11 04:45:12 +0000 2023,0
1613034265784057857,Wed Jan 11 04:45:12 +0000 2023,4424
1613034264156835843,Wed Jan 11 04:45:11 +0000 2023,40
1613034263363964930,Wed Jan 11 04:45:11 +0000 2023,260
1613034262848245767,Wed Jan 11 04:45:11 +0000 2023,0
1613034262307155968,Wed Jan 11 04:45:11 +0000 2023,4777
1613034261157748736,Wed Jan 11 04:45:11 +0000 2023,15
1613034261145128960,Wed Jan 11 04:45:11 +0000 2023,5243
1613034261006913537,Wed Jan 11 04:45:11 +0000 2023,6
1613034260641845249,Wed Jan 11 04:45:11 +0000 2023,2072
1613034260495011840,Wed Jan 11 04:45:11 +0000 2023,4424
1613034259513593856,Wed Jan 11 04:45:10 +0000 2023,7611
1613034258523725824,Wed Jan 11 04:45:10 +0000 2023,0
1613034257626300417,Wed Jan 11 04:45:10 +0000 2023,109
1613034257567580167,Wed Jan 11 04:45:10 +0000 2023,19841
1613034257194049536,Wed Jan 11 04:45:10 +0000 2023,2981
1613034255743082501,Wed Jan 11 04:45:09 +0000 2023,1095
1613034255394963458,Wed Jan 11 04:45:09 +0000 2023,0
1613034254568460290,Wed Jan 11 04:45:09 +0000 2023,0
1613034251519414272,Wed Jan 11 04:45:08 +0000 2023,294
1613034250915446787,Wed Jan 11 04:45:08 +0000 2023,2427
1613034250705551361,Wed Jan 11 04:45:08 +0000 2023,637
