id_str,created_at,retweet_count
1613032350669066240,Wed Jan 11 04:37:35 +0000 2023,7624
1613032349838774274,Wed Jan 11 04:37:35 +0000 2023,141
1613032349679382535,Wed Jan 11 04:37:35 +0000 2023,2
1613032349180231681,Wed Jan 11 04:37:35 +0000 2023,1354
1613032347074695168,Wed Jan 11 04:37:34 +0000 2023,0
1613032343622811648,Wed Jan 11 04:37:34 +0000 2023,0
1613032342242705409,Wed Jan 11 04:37:33 +0000 2023,0
1613032342125412353,Wed Jan 11 04:37:33 +0000 2023,17323
1613032341475307520,Wed Jan 11 04:37:33 +0000 2023,133
1613032337712750592,Wed Jan 11 04:37:32 +0000 2023,2488
1613032337490558976,Wed Jan 11 04:37:32 +0000 2023,460
1613032336853196801,Wed Jan 11 04:37:32 +0000 2023,0
1613032336626417664,Wed Jan 11 04:37:32 +0000 2023,51
1613032334718115842,Wed Jan 11 04:37:31 +0000 2023,2981
1613032333208068097,Wed Jan 11 04:37:31 +0000 2023,54
1613032332918751233,Wed Jan 11 04:37:31 +0000 2023,5244
1613032332759388160,Wed Jan 11 04:37:31 +0000 2023,2618
1613032332516024320,Wed Jan 11 04:37:31 +0000 2023,2336
1613032332512079872,Wed Jan 11 04:37:31 +0000 2023,885
1613032332277186560,Wed Jan 11 04:37:31 +0000 2023,2618
1613032331807436807,Wed Jan 11 04:37:31 +0000 2023,36
1613032330784043008,Wed Jan 11 04:37:31 +0000 2023,391
1613032330565672961,Wed Jan 11 04:37:30 +0000 2023,3844
1613032329668182016,Wed Jan 11 04:37:30 +0000 2023,0
1613032328250490880,Wed Jan 11 04:37:30 +0000 2023,90
1613032327113842688,Wed Jan 11 04:37:30 +0000 2023,0
1613032326497435648,Wed Jan 11 04:37:29 +0000 2023,0
1613032325570330626,Wed Jan 11 04:37:29 +0000 2023,15
1613032324958126082,Wed Jan 11 04:37:29 +0000 2023,793
1613032324937007104,Wed Jan 11 04:37:29 +0000 2023,5244
1613032324702113792,Wed Jan 11 04:37:29 +0000 2023,103
1613032323523526662,Wed Jan 11 04:37:29 +0000 2023,7624
1613032323104006145,Wed Jan 11 04:37:29 +0000 2023,0
1613032322902929408,Wed Jan 11 04:37:29 +0000 2023,4
1613032322701611009,Wed Jan 11 04:37:29 +0000 2023,0
1613032321476710400,Wed Jan 11 04:37:28 +0000 2023,1
1613032321082327040,Wed Jan 11 04:37:28 +0000 2023,42
1613032320629440517,Wed Jan 11 04:37:28 +0000 2023,5244
1613032320331812864,Wed Jan 11 04:37:28 +0000 2023,1262
1613032319702667264,Wed Jan 11 04:37:28 +0000 2023,2524
1613032318830268416,Wed Jan 11 04:37:28 +0000 2023,1056
1613032318163116032,Wed Jan 11 04:37:27 +0000 2023,55
1613032313478160384,Wed Jan 11 04:37:26 +0000 2023,1568
1613032311771041794,Wed Jan 11 04:37:26 +0000 2023,8668
1613032310722691072,Wed Jan 11 04:37:26 +0000 2023,1097
1613032310453968896,Wed Jan 11 04:37:26 +0000 2023,20615
1613032310391054337,Wed Jan 11 04:37:26 +0000 2023,17
1613032310349377537,Wed Jan 11 04:37:26 +0000 2023,1512
1613032310303064066,Wed Jan 11 04:37:26 +0000 2023,42
1613032309141245955,Wed Jan 11 04:37:25 +0000 2023,0
1613032308965281793,Wed Jan 11 04:37:25 +0000 2023,0
1613032308793016323,Wed Jan 11 04:37:25 +0000 2023,3
1613032306415140864,Wed Jan 11 04:37:25 +0000 2023,0
1613032305844445185,Wed Jan 11 04:37:25 +0000 2023,0
1613032305353756673,Wed Jan 11 04:37:24 +0000 2023,88
1613032303344685056,Wed Jan 11 04:37:24 +0000 2023,80
1613032303315263490,Wed Jan 11 04:37:24 +0000 2023,1355
1613032302023671809,Wed Jan 11 04:37:24 +0000 2023,12
1613032300777992193,Wed Jan 11 04:37:23 +0000 2023,4233
1613032300748615680,Wed Jan 11 04:37:23 +0000 2023,1
1613032300408705025,Wed Jan 11 04:37:23 +0000 2023,8982
1613032300001857537,Wed Jan 11 04:37:23 +0000 2023,1355
1613032297921667074,Wed Jan 11 04:37:23 +0000 2023,17323
1613032297074425856,Wed Jan 11 04:37:22 +0000 2023,750
1613032295690027011,Wed Jan 11 04:37:22 +0000 2023,7624
1613032294029168640,Wed Jan 11 04:37:22 +0000 2023,0
1613032293026697221,Wed Jan 11 04:37:22 +0000 2023,8276
1613032289943838720,Wed Jan 11 04:37:21 +0000 2023,347
1613032288123600897,Wed Jan 11 04:37:20 +0000 2023,0
1613032287255334912,Wed Jan 11 04:37:20 +0000 2023,2509
1613032286999711746,Wed Jan 11 04:37:20 +0000 2023,1948
1613032286932410369,Wed Jan 11 04:37:20 +0000 2023,36
1613032285539893250,Wed Jan 11 04:37:20 +0000 2023,2618
1613032284399050753,Wed Jan 11 04:37:19 +0000 2023,210
1613032283463716864,Wed Jan 11 04:37:19 +0000 2023,99
1613032283199488002,Wed Jan 11 04:37:19 +0000 2023,7624
1613032281874259968,Wed Jan 11 04:37:19 +0000 2023,172
1613032279542059008,Wed Jan 11 04:37:18 +0000 2023,2261
1613032279374458880,Wed Jan 11 04:37:18 +0000 2023,1
1613032277990166528,Wed Jan 11 04:37:18 +0000 2023,0
1613032276950151168,Wed Jan 11 04:37:18 +0000 2023,4217
1613032275545030657,Wed Jan 11 04:37:17 +0000 2023,0
1613032274773016576,Wed Jan 11 04:37:17 +0000 2023,2618
1613032272239673345,Wed Jan 11 04:37:17 +0000 2023,892
1613032271908569098,Wed Jan 11 04:37:16 +0000 2023,2336
1613032271346544643,Wed Jan 11 04:37:16 +0000 2023,2618
1613032269488291843,Wed Jan 11 04:37:16 +0000 2023,1097
1613032268850958336,Wed Jan 11 04:37:16 +0000 2023,17323
1613032268771233792,Wed Jan 11 04:37:16 +0000 2023,123
1613032268632555521,Wed Jan 11 04:37:16 +0000 2023,383
1613032268313886721,Wed Jan 11 04:37:16 +0000 2023,8982
1613032267231952897,Wed Jan 11 04:37:15 +0000 2023,1948
1613032266082521089,Wed Jan 11 04:37:15 +0000 2023,0
1613032265524645888,Wed Jan 11 04:37:15 +0000 2023,3
1613032264694202368,Wed Jan 11 04:37:15 +0000 2023,923
1613032263804936193,Wed Jan 11 04:37:15 +0000 2023,4779
1613032262395723776,Wed Jan 11 04:37:14 +0000 2023,0
1613032261972291586,Wed Jan 11 04:37:14 +0000 2023,347
1613032260009136130,Wed Jan 11 04:37:14 +0000 2023,8982
1613032258776055809,Wed Jan 11 04:37:13 +0000 2023,3844
1613032257651982338,Wed Jan 11 04:37:13 +0000 2023,0
1613032256590815234,Wed Jan 11 04:37:13 +0000 2023,20615
1613032254351249408,Wed Jan 11 04:37:12 +0000 2023,1948
1613032253562716162,Wed Jan 11 04:37:12 +0000 2023,1968
1613032253495336963,Wed Jan 11 04:37:12 +0000 2023,4779
1613032249623977984,Wed Jan 11 04:37:11 +0000 2023,0
1613032249620070400,Wed Jan 11 04:37:11 +0000 2023,35
