id_str,created_at,retweet_count
1613041070685691905,Wed Jan 11 05:12:14 +0000 2023,20610
1613041064826241024,Wed Jan 11 05:12:13 +0000 2023,497
1613041064675508224,Wed Jan 11 05:12:13 +0000 2023,8197
1613041062649413632,Wed Jan 11 05:12:12 +0000 2023,26
1613041062540460037,Wed Jan 11 05:12:12 +0000 2023,8966
1613041060497727498,Wed Jan 11 05:12:12 +0000 2023,2311
1613041059369738240,Wed Jan 11 05:12:12 +0000 2023,14
1613041058950316033,Wed Jan 11 05:12:11 +0000 2023,1
1613041058568458240,Wed Jan 11 05:12:11 +0000 2023,4412
1613041058484715521,Wed Jan 11 05:12:11 +0000 2023,20
1613041057352273927,Wed Jan 11 05:12:11 +0000 2023,1
1613041056685215746,Wed Jan 11 05:12:11 +0000 2023,0
1613041056165072896,Wed Jan 11 05:12:11 +0000 2023,2595
1613041056119148544,Wed Jan 11 05:12:11 +0000 2023,2
1613041055435296769,Wed Jan 11 05:12:11 +0000 2023,0
1613041054491738112,Wed Jan 11 05:12:10 +0000 2023,0
1613041052361043969,Wed Jan 11 05:12:10 +0000 2023,6
1613041051618385920,Wed Jan 11 05:12:10 +0000 2023,3131
1613041049932550144,Wed Jan 11 05:12:09 +0000 2023,3839
1613041048808218625,Wed Jan 11 05:12:09 +0000 2023,0
1613041048376299521,Wed Jan 11 05:12:09 +0000 2023,2514
1613041048355508225,Wed Jan 11 05:12:09 +0000 2023,2595
1613041047067676672,Wed Jan 11 05:12:09 +0000 2023,0
1613041046660808704,Wed Jan 11 05:12:09 +0000 2023,2521
1613041045800886272,Wed Jan 11 05:12:08 +0000 2023,383
1613041043770933248,Wed Jan 11 05:12:08 +0000 2023,497
1613041042525241344,Wed Jan 11 05:12:08 +0000 2023,30
1613041041392689153,Wed Jan 11 05:12:07 +0000 2023,2422
1613041041086550016,Wed Jan 11 05:12:07 +0000 2023,3839
1613041040671526914,Wed Jan 11 05:12:07 +0000 2023,1
1613041040209973251,Wed Jan 11 05:12:07 +0000 2023,2311
1613041039522279425,Wed Jan 11 05:12:07 +0000 2023,9
1613041034576920577,Wed Jan 11 05:12:06 +0000 2023,0
1613041030580043776,Wed Jan 11 05:12:05 +0000 2023,1508
1613041029954904064,Wed Jan 11 05:12:05 +0000 2023,0
1613041029367881729,Wed Jan 11 05:12:04 +0000 2023,20609
1613041029174931462,Wed Jan 11 05:12:04 +0000 2023,0
1613041029170565121,Wed Jan 11 05:12:04 +0000 2023,0
1613041027828568070,Wed Jan 11 05:12:04 +0000 2023,2
1613041026268278786,Wed Jan 11 05:12:04 +0000 2023,89
1613041024154091523,Wed Jan 11 05:12:03 +0000 2023,1
1613041024112250880,Wed Jan 11 05:12:03 +0000 2023,4411
1613041023546191872,Wed Jan 11 05:12:03 +0000 2023,1
1613041022690525187,Wed Jan 11 05:12:03 +0000 2023,0
1613041022551859200,Wed Jan 11 05:12:03 +0000 2023,4774
1613041022170443776,Wed Jan 11 05:12:03 +0000 2023,4212
1613041021176225793,Wed Jan 11 05:12:02 +0000 2023,0
1613041020777922561,Wed Jan 11 05:12:02 +0000 2023,0
1613041020056522753,Wed Jan 11 05:12:02 +0000 2023,5235
1613041019364454402,Wed Jan 11 05:12:02 +0000 2023,2
