id_str,created_at,retweet_count
1613035270412316680,Wed Jan 11 04:49:11 +0000 2023,257
1613035266385797120,Wed Jan 11 04:49:10 +0000 2023,20613
1613035265840353280,Wed Jan 11 04:49:10 +0000 2023,882
1613035265777442817,Wed Jan 11 04:49:10 +0000 2023,18722
1613035264536109056,Wed Jan 11 04:49:10 +0000 2023,51
1613035264506568705,Wed Jan 11 04:49:10 +0000 2023,0
1613035262858199041,Wed Jan 11 04:49:10 +0000 2023,17321
1613035262417989632,Wed Jan 11 04:49:09 +0000 2023,7
1613035262329905155,Wed Jan 11 04:49:09 +0000 2023,0
1613035260719124480,Wed Jan 11 04:49:09 +0000 2023,1945
1613035260274434048,Wed Jan 11 04:49:09 +0000 2023,99
1613035260174041089,Wed Jan 11 04:49:09 +0000 2023,6
1613035259943178240,Wed Jan 11 04:49:09 +0000 2023,8976
1613035259129389056,Wed Jan 11 04:49:09 +0000 2023,92
1613035257145724929,Wed Jan 11 04:49:08 +0000 2023,93
1613035256315105280,Wed Jan 11 04:49:08 +0000 2023,0
1613035256126357505,Wed Jan 11 04:49:08 +0000 2023,3842
1613035255015047168,Wed Jan 11 04:49:08 +0000 2023,1
1613035254721265672,Wed Jan 11 04:49:08 +0000 2023,16
1613035254440148992,Wed Jan 11 04:49:08 +0000 2023,0
1613035253626540034,Wed Jan 11 04:49:07 +0000 2023,924
1613035248098643968,Wed Jan 11 04:49:06 +0000 2023,792
1613035247565959170,Wed Jan 11 04:49:06 +0000 2023,133
1613035247238631424,Wed Jan 11 04:49:06 +0000 2023,2611
1613035246324269056,Wed Jan 11 04:49:06 +0000 2023,277
1613035245657534465,Wed Jan 11 04:49:05 +0000 2023,88
1613035245422481408,Wed Jan 11 04:49:05 +0000 2023,2314
1613035245409902593,Wed Jan 11 04:49:05 +0000 2023,26
1613035241865728001,Wed Jan 11 04:49:05 +0000 2023,51
1613035241836523520,Wed Jan 11 04:49:05 +0000 2023,0
1613035240368541696,Wed Jan 11 04:49:04 +0000 2023,67
1613035239684870144,Wed Jan 11 04:49:04 +0000 2023,0
1613035239663718401,Wed Jan 11 04:49:04 +0000 2023,1095
1613035239017693185,Wed Jan 11 04:49:04 +0000 2023,0
1613035238350782464,Wed Jan 11 04:49:04 +0000 2023,8976
1613035236832739335,Wed Jan 11 04:49:03 +0000 2023,3843
1613035234370670593,Wed Jan 11 04:49:03 +0000 2023,2259
1613035233183694849,Wed Jan 11 04:49:02 +0000 2023,271
1613035232177033217,Wed Jan 11 04:49:02 +0000 2023,383
1613035228662231040,Wed Jan 11 04:49:01 +0000 2023,150
1613035228599324673,Wed Jan 11 04:49:01 +0000 2023,4233
1613035227353317376,Wed Jan 11 04:49:01 +0000 2023,1945
1613035226833330177,Wed Jan 11 04:49:01 +0000 2023,1346
1613035226581839872,Wed Jan 11 04:49:01 +0000 2023,104
1613035226149621760,Wed Jan 11 04:49:01 +0000 2023,48
1613035224530669568,Wed Jan 11 04:49:00 +0000 2023,287
1613035223389798402,Wed Jan 11 04:49:00 +0000 2023,1346
1613035220663521280,Wed Jan 11 04:49:00 +0000 2023,0
1613035220328124416,Wed Jan 11 04:48:59 +0000 2023,0
1613035215768924162,Wed Jan 11 04:48:58 +0000 2023,20613
1613035214858555399,Wed Jan 11 04:48:58 +0000 2023,13
1613035214791639041,Wed Jan 11 04:48:58 +0000 2023,0
1613035212941705217,Wed Jan 11 04:48:58 +0000 2023,0
1613035212673536000,Wed Jan 11 04:48:58 +0000 2023,482
1613035212539322368,Wed Jan 11 04:48:58 +0000 2023,0
1613035210190499846,Wed Jan 11 04:48:57 +0000 2023,41
1613035208185446400,Wed Jan 11 04:48:57 +0000 2023,113
1613035207791185920,Wed Jan 11 04:48:56 +0000 2023,1346
1613035207036133376,Wed Jan 11 04:48:56 +0000 2023,1
1613035206818271233,Wed Jan 11 04:48:56 +0000 2023,5533
1613035206054924288,Wed Jan 11 04:48:56 +0000 2023,927
1613035205773922304,Wed Jan 11 04:48:56 +0000 2023,389
1613035205744263168,Wed Jan 11 04:48:56 +0000 2023,0
1613035203600982016,Wed Jan 11 04:48:55 +0000 2023,14
1613035200929210371,Wed Jan 11 04:48:55 +0000 2023,3307
1613035200644276225,Wed Jan 11 04:48:55 +0000 2023,389
1613035198395961344,Wed Jan 11 04:48:54 +0000 2023,269
1613035196843966466,Wed Jan 11 04:48:54 +0000 2023,793
1613035196672245760,Wed Jan 11 04:48:54 +0000 2023,0
1613035196399353856,Wed Jan 11 04:48:54 +0000 2023,882
1613035195803762689,Wed Jan 11 04:48:54 +0000 2023,77
1613035194835173378,Wed Jan 11 04:48:53 +0000 2023,6
1613035192549097472,Wed Jan 11 04:48:53 +0000 2023,242
1613035191739781120,Wed Jan 11 04:48:53 +0000 2023,0
1613035190745456643,Wed Jan 11 04:48:52 +0000 2023,0
1613035189835382785,Wed Jan 11 04:48:52 +0000 2023,438
1613035189495648256,Wed Jan 11 04:48:52 +0000 2023,0
1613035185582358528,Wed Jan 11 04:48:51 +0000 2023,892
1613035183724453889,Wed Jan 11 04:48:51 +0000 2023,3
1613035183581577216,Wed Jan 11 04:48:51 +0000 2023,765
1613035183284060160,Wed Jan 11 04:48:51 +0000 2023,20613
1613035182126436352,Wed Jan 11 04:48:50 +0000 2023,41
1613035179152666624,Wed Jan 11 04:48:50 +0000 2023,8976
1613035178187972609,Wed Jan 11 04:48:49 +0000 2023,7721
1613035177864998914,Wed Jan 11 04:48:49 +0000 2023,0
1613035176229228544,Wed Jan 11 04:48:49 +0000 2023,8976
1613035175780274189,Wed Jan 11 04:48:49 +0000 2023,0
1613035175612452865,Wed Jan 11 04:48:49 +0000 2023,79
1613035174920613890,Wed Jan 11 04:48:49 +0000 2023,150
1613035174526066689,Wed Jan 11 04:48:49 +0000 2023,26
1613035173343539202,Wed Jan 11 04:48:48 +0000 2023,228
1613035172240171008,Wed Jan 11 04:48:48 +0000 2023,8976
1613035169145040899,Wed Jan 11 04:48:47 +0000 2023,0
1613035167479918593,Wed Jan 11 04:48:47 +0000 2023,3
1613035167039500289,Wed Jan 11 04:48:47 +0000 2023,6
1613035166733156352,Wed Jan 11 04:48:47 +0000 2023,5240
1613035166703955969,Wed Jan 11 04:48:47 +0000 2023,765
1613035166292709379,Wed Jan 11 04:48:47 +0000 2023,2314
1613035165781233664,Wed Jan 11 04:48:46 +0000 2023,0
1613035164946276353,Wed Jan 11 04:48:46 +0000 2023,0
1613035164270993409,Wed Jan 11 04:48:46 +0000 2023,1095
1613035164011057152,Wed Jan 11 04:48:46 +0000 2023,1248
1613035163331756032,Wed Jan 11 04:48:46 +0000 2023,0
1613035162660388864,Wed Jan 11 04:48:46 +0000 2023,670
1613035160869404672,Wed Jan 11 04:48:45 +0000 2023,472
1613035159120670721,Wed Jan 11 04:48:45 +0000 2023,0
1613035158336331777,Wed Jan 11 04:48:45 +0000 2023,3
1613035158050832385,Wed Jan 11 04:48:45 +0000 2023,882
1613035156691886081,Wed Jan 11 04:48:44 +0000 2023,20613
1613035154574020609,Wed Jan 11 04:48:44 +0000 2023,0
1613035154485964800,Wed Jan 11 04:48:44 +0000 2023,0
1613035154351554581,Wed Jan 11 04:48:44 +0000 2023,7607
1613035154326388736,Wed Jan 11 04:48:44 +0000 2023,2611
1613035152615129088,Wed Jan 11 04:48:43 +0000 2023,10
1613035151935819776,Wed Jan 11 04:48:43 +0000 2023,882
1613035151738507265,Wed Jan 11 04:48:43 +0000 2023,3
1613035149398089728,Wed Jan 11 04:48:43 +0000 2023,7607
1613035148861218816,Wed Jan 11 04:48:42 +0000 2023,350
1613035147393400834,Wed Jan 11 04:48:42 +0000 2023,1945
1613035146902388738,Wed Jan 11 04:48:42 +0000 2023,670
1613035146390953984,Wed Jan 11 04:48:42 +0000 2023,66
1613035145912807424,Wed Jan 11 04:48:42 +0000 2023,62
1613035144926969861,Wed Jan 11 04:48:41 +0000 2023,150
1613035144830672897,Wed Jan 11 04:48:41 +0000 2023,0
1613035144696287233,Wed Jan 11 04:48:41 +0000 2023,1715
1613035142573965313,Wed Jan 11 04:48:41 +0000 2023,0
1613035140506157056,Wed Jan 11 04:48:40 +0000 2023,1
1613035140048904194,Wed Jan 11 04:48:40 +0000 2023,0
1613035138635423744,Wed Jan 11 04:48:40 +0000 2023,0
1613035138585182212,Wed Jan 11 04:48:40 +0000 2023,1512
1613035137268346880,Wed Jan 11 04:48:40 +0000 2023,283
1613035136185995267,Wed Jan 11 04:48:39 +0000 2023,3
1613035135510757377,Wed Jan 11 04:48:39 +0000 2023,7607
1613035135338967040,Wed Jan 11 04:48:39 +0000 2023,4420
1613035134751571971,Wed Jan 11 04:48:39 +0000 2023,118
1613035132813967360,Wed Jan 11 04:48:39 +0000 2023,4420
1613035132436234241,Wed Jan 11 04:48:38 +0000 2023,0
1613035132335845376,Wed Jan 11 04:48:38 +0000 2023,43
1613035132297830400,Wed Jan 11 04:48:38 +0000 2023,5533
1613035130917879809,Wed Jan 11 04:48:38 +0000 2023,8976
1613035129429168128,Wed Jan 11 04:48:38 +0000 2023,7721
1613035129370189824,Wed Jan 11 04:48:38 +0000 2023,0
1613035129227583491,Wed Jan 11 04:48:38 +0000 2023,61
1613035129143988224,Wed Jan 11 04:48:38 +0000 2023,63
1613035128837771265,Wed Jan 11 04:48:38 +0000 2023,1260
1613035127671513092,Wed Jan 11 04:48:37 +0000 2023,1
1613035127554338818,Wed Jan 11 04:48:37 +0000 2023,260
1613035126123892739,Wed Jan 11 04:48:37 +0000 2023,0
1613035125742403585,Wed Jan 11 04:48:37 +0000 2023,7607
1613035124962250752,Wed Jan 11 04:48:37 +0000 2023,142
1613035124718985216,Wed Jan 11 04:48:37 +0000 2023,2611
1613035118029058049,Wed Jan 11 04:48:35 +0000 2023,0
1613035117978742785,Wed Jan 11 04:48:35 +0000 2023,1346
1613035116657262593,Wed Jan 11 04:48:35 +0000 2023,765
1613035116405850112,Wed Jan 11 04:48:35 +0000 2023,1
1613035113092112384,Wed Jan 11 04:48:34 +0000 2023,17
1613035112551317506,Wed Jan 11 04:48:34 +0000 2023,1946
1613035112450625537,Wed Jan 11 04:48:34 +0000 2023,3
1613035111653556224,Wed Jan 11 04:48:34 +0000 2023,0
1613035111393513473,Wed Jan 11 04:48:33 +0000 2023,55
1613035110714200064,Wed Jan 11 04:48:33 +0000 2023,0
1613035109514416128,Wed Jan 11 04:48:33 +0000 2023,0
1613035108365209600,Wed Jan 11 04:48:33 +0000 2023,66
1613035106578595840,Wed Jan 11 04:48:32 +0000 2023,490
1613035105844449282,Wed Jan 11 04:48:32 +0000 2023,2737
1613035105521668097,Wed Jan 11 04:48:32 +0000 2023,7607
